id,bp_loc_id,count_id,description,temperature,sky,count_type,town,from_st_name,from_st_dir,to_st_name,to_st_dir,count_date,count_dow,cnt_0630,cnt_0645,cnt_0700,cnt_0715,cnt_0730,cnt_0745,cnt_0800,cnt_0815,cnt_0830,cnt_0845,cnt_0900,cnt_0915,cnt_0930,cnt_0945,cnt_1000,cnt_1015,cnt_1030,cnt_1045,cnt_1100,cnt_1115,cnt_1130,cnt_1145,cnt_1200,cnt_1215,cnt_1230,cnt_1245,cnt_1300,cnt_1315,cnt_1330,cnt_1345,cnt_1400,cnt_1415,cnt_1430,cnt_1445,cnt_1500,cnt_1515,cnt_1530,cnt_1545,cnt_1600,cnt_1615,cnt_1630,cnt_1645,cnt_1700,cnt_1715,cnt_1730,cnt_1745,cnt_1800,cnt_1815,cnt_1830,cnt_1845,cnt_1900,cnt_1915,cnt_1930,cnt_1945,cnt_2000,cnt_2015,cnt_2030,cnt_2045,cnt_total
1,20016,7001,,56,3,B,Brookline,Harvard St.,NB,Beacon St.,WB,3/5/1974 0:00,Tue,,,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,2,0,0,1,0,1,0,0,0,0,0,,,,,,,,,19
2,20016,7001,,56,3,B,Brookline,Harvard St.,NB,Harvard St.,NB,3/5/1974 0:00,Tue,,,1,1,0,2,0,0,1,1,1,0,2,0,1,4,0,0,0,0,0,0,2,0,0,0,1,3,2,2,1,2,1,1,2,4,1,0,3,5,6,4,6,8,4,6,2,2,5,1,,,,,,,,,88
3,20016,7001,,56,3,B,Brookline,Harvard St.,NB,Beacon St.,EB,3/5/1974 0:00,Tue,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,0,1,0,,,,,,,,,13
4,20016,7001,,56,3,B,Brookline,Beacon St.,EB,Harvard St.,SB,3/5/1974 0:00,Tue,,,1,0,2,1,4,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,22
5,20016,7001,,56,3,B,Brookline,Beacon St.,EB,Beacon St.,EB,3/5/1974 0:00,Tue,,,2,1,3,5,8,9,6,5,4,6,3,2,1,3,0,1,0,0,1,3,0,0,0,0,1,1,0,2,3,1,1,1,2,1,0,1,2,1,0,1,2,4,0,1,1,1,2,1,,,,,,,,,93
6,20016,7001,,56,3,B,Brookline,Beacon St.,EB,Harvard St.,NB,3/5/1974 0:00,Tue,,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,3,2,1,1,0,0,1,0,1,0,0,0,,,,,,,,,19
7,20016,7001,,56,3,B,Brookline,Beacon St.,WB,Harvard St.,NB,3/5/1974 0:00,Tue,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,1,,,,,,,,,11
8,20016,7001,,56,3,B,Brookline,Beacon St.,WB,Beacon St.,WB,3/5/1974 0:00,Tue,,,1,0,2,0,0,0,1,0,1,0,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,4,2,3,1,2,2,1,2,4,5,8,9,5,3,2,3,1,3,,,,,,,,,76
9,20016,7001,,56,3,B,Brookline,Beacon St.,WB,Harvard St.,SB,3/5/1974 0:00,Tue,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,0,2,1,1,1,3,1,1,0,,,,,,,,,19
10,20016,7001,,56,3,B,Brookline,Harvard St.,SB,Beacon St.,EB,3/5/1974 0:00,Tue,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,13
11,20016,7001,,56,3,B,Brookline,Harvard St.,SB,Harvard St.,SB,3/5/1974 0:00,Tue,,,1,2,4,2,4,3,2,3,1,4,1,1,0,2,1,0,0,0,2,1,0,0,0,0,3,1,2,2,0,1,2,1,1,1,2,3,0,1,2,3,4,1,2,3,5,6,1,1,,,,,,,,,82
12,20016,7001,,56,3,B,Brookline,Harvard St.,SB,Beacon St.,WB,3/5/1974 0:00,Tue,,,0,0,1,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,2,1,2,1,,,,,,,,,23
13,20016,7002,,46,1,B,Brookline,Harvard St.,NB,Beacon St.,WB,3/8/1974 0:00,Fri,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,2,3,1,1,0,1,2,1,3,1,1,1,2,0,3,2,1,1,0,1,2,0,0,0,5,3,2,1,2,3,,,,,,,52
14,20016,7002,,46,1,B,Brookline,Harvard St.,NB,Harvard St.,NB,3/8/1974 0:00,Fri,,,0,0,0,0,0,1,1,3,2,4,0,1,1,0,0,1,2,2,3,5,2,3,1,4,1,4,3,1,4,3,1,2,5,6,5,7,7,4,8,9,13,15,3,5,4,6,4,5,6,7,,,,,,,174
15,20016,7002,,46,1,B,Brookline,Harvard St.,NB,Beacon St.,EB,3/8/1974 0:00,Fri,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,3,2,3,1,4,3,5,0,0,0,0,0,0,,,,,,,28
16,20016,7002,,46,1,B,Brookline,Beacon St.,EB,Harvard St.,SB,3/8/1974 0:00,Fri,,,1,3,4,8,4,6,6,9,2,3,2,4,2,3,1,2,1,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,1,0,2,0,0,0,0,1,,,,,,,77
17,20016,7002,,46,1,B,Brookline,Beacon St.,EB,Beacon St.,EB,3/8/1974 0:00,Fri,,,3,4,7,9,11,9,12,13,8,9,5,8,3,5,4,6,3,7,4,2,3,4,3,5,1,3,4,5,2,1,2,4,3,1,2,2,3,4,1,1,1,1,2,4,1,3,2,3,2,3,,,,,,,208
18,20016,7002,,46,1,B,Brookline,Beacon St.,EB,Harvard St.,NB,3/8/1974 0:00,Fri,,,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,1,0,1,2,1,2,1,0,1,2,0,1,0,2,1,1,0,0,0,,,,,,,32
19,20016,7002,,46,1,B,Brookline,Beacon St.,WB,Harvard St.,NB,3/8/1974 0:00,Fri,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,11
20,20016,7002,,46,1,B,Brookline,Beacon St.,WB,Beacon St.,WB,3/8/1974 0:00,Fri,,,1,1,0,0,0,1,1,1,2,0,2,4,1,1,0,1,2,4,1,2,1,1,0,1,2,1,2,1,3,4,1,0,3,5,5,6,4,8,4,5,9,10,7,9,12,13,4,6,4,2,,,,,,,158
21,20016,7002,,46,1,B,Brookline,Beacon St.,WB,Harvard St.,SB,3/8/1974 0:00,Fri,,,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,2,1,0,0,1,1,2,0,0,0,1,3,2,1,2,2,3,5,1,0,2,0,2,3,1,0,1,1,3,4,1,3,4,2,,,,,,,61
22,20016,7002,,46,1,B,Brookline,Harvard St.,SB,Beacon St.,EB,3/8/1974 0:00,Fri,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,1,1,0,3,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,20
23,20016,7002,,46,1,B,Brookline,Harvard St.,SB,Harvard St.,SB,3/8/1974 0:00,Fri,,,1,3,9,10,5,6,4,6,1,2,1,1,2,3,1,1,2,0,2,0,1,3,2,1,3,1,1,0,2,2,1,0,3,5,2,3,1,3,2,0,3,4,3,5,2,3,8,4,3,1,,,,,,,132
24,20016,7002,,46,1,B,Brookline,Harvard St.,SB,Beacon St.,WB,3/8/1974 0:00,Fri,,,0,0,2,2,1,1,0,1,1,0,0,0,2,1,1,1,0,0,1,0,1,0,1,1,3,4,2,1,1,0,1,0,1,0,3,1,1,0,2,0,1,0,2,3,0,0,2,2,1,0,,,,,,,48
25,20014,7003,,54,3,B,Boston,Comm Ave.,WB,Comm Ave.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,9,6,10,1,5,5,7,10,9,15,10,17,21,20,19,25,21,18,16,,,,,,,,,,,,,256
26,20014,7003,,54,3,B,Boston,Comm Ave.,WB,Essex St.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,8,4,3,1,1,1,0,1,0,2,1,0,1,1,1,2,,,,,,,,,,,,,30
27,20014,7003,,54,3,B,Boston,Comm Ave.,WB,BU Br.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,9,6,6,8,7,5,3,5,13,8,14,12,16,15,19,15,11,4,,,,,,,,,,,,,195
28,20014,7003,,54,3,B,Boston,Essex St.,NB,Comm Ave.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,11
29,20014,7003,,54,3,B,Boston,Essex St.,NB,BU Br.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,0,4,2,0,1,3,3,1,4,7,4,5,5,5,2,4,6,,,,,,,,,,,,,65
30,20014,7003,,54,3,B,Boston,Essex St.,NB,Comm Ave.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,,,,,,,,,,,,13
31,20014,7003,,54,3,B,Boston,BU Br.,SB,Comm Ave.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,1,1,2,0,2,1,3,2,1,0,0,2,1,1,3,3,0,3,,,,,,,,,,,,,36
32,20014,7003,,54,3,B,Boston,BU Br.,SB,Essex St.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,0,2,1,3,2,3,7,2,3,3,5,7,8,11,12,7,,,,,,,,,,,,,87
33,20014,7003,,54,3,B,Boston,BU Br.,SB,Comm Ave.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,4,8,0,1,1,1,1,2,6,2,7,5,3,4,6,5,,,,,,,,,,,,,63
34,20014,7003,,54,3,B,Boston,Comm Ave.,EB,BU Br.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,2,5,0,0,2,2,,,,,,,,,,,,,19
35,20014,7003,,54,3,B,Boston,Comm Ave.,EB,Essex St.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,1,0,0,0,0,1,0,3,0,0,0,3,1,0,1,1,,,,,,,,,,,,,14
36,20014,7003,,54,3,B,Boston,Comm Ave.,EB,Comm Ave.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,4,6,10,5,12,2,6,4,4,7,11,4,10,3,2,3,2,3,5,,,,,,,,,,,,,115
37,10127,7004,,54,3,B,Boston,Comm Ave.,WB,Brookline Ave.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,7
38,10127,7004,,54,3,B,Boston,Comm Ave.,WB,Beacon St.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,,,,,,,,,,,,,6
39,10127,7004,,54,3,B,Boston,Comm Ave.,WB,Comm Ave.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,,,,,,,,,,,,,7
40,10127,7004,,54,3,B,Boston,Comm Ave.,WB,Deerfield St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0
41,10127,7004,,54,3,B,Boston,Brookline Ave.,NB,Comm Ave.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,1,0,4,3,0,0,1,1,0,0,3,3,,,,,,,,,,,,,21
42,10127,7004,,54,3,B,Boston,Brookline Ave.,NB,Beacon St.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,3
43,10127,7004,,54,3,B,Boston,Brookline Ave.,NB,Comm Ave.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,1,,,,,,,,,,,,,8
44,10127,7004,,54,3,B,Boston,Brookline Ave.,NB,Deerfield St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,3
45,10127,7004,,54,3,B,Boston,Brookline Ave.,NB,Beacon St.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
46,10127,7004,,54,3,B,Boston,Beacon St.,EB,Comm Ave.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,3,1,0,0,0,1,2,3,2,1,3,,,,,,,,,,,,,22
47,10127,7004,,54,3,B,Boston,Beacon St.,EB,Brookline Ave.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,4
48,10127,7004,,54,3,B,Boston,Beacon St.,EB,Comm Ave.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,2
49,10127,7004,,54,3,B,Boston,Beacon St.,EB,Deerfield St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,3
50,10127,7004,,54,3,B,Boston,Beacon St.,EB,Beacon St.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,,,,,,,,,,,,6
51,10127,7004,,54,3,B,Boston,Comm Ave.,EB,Comm Ave.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4,7,5,4,2,11,5,2,6,4,3,3,3,2,,,,,,,,,,,,,74
52,10127,7004,,54,3,B,Boston,Comm Ave.,EB,Brookline Ave.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,0,1,0,2,0,1,1,1,1,1,1,0,1,,,,,,,,,,,,,16
53,10127,7004,,54,3,B,Boston,Comm Ave.,EB,Deerfield St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
54,10127,7004,,54,3,B,Boston,Comm Ave.,EB,Beacon St.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,3,1,0,0,0,0,0,1,0,2,1,0,,,,,,,,,,,,,11
55,10127,7004,,54,3,B,Boston,Deerfield St.,SB,Comm Ave.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,1
56,10127,7004,,54,3,B,Boston,Deerfield St.,SB,Brookline Ave.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,,,,,,,,,,,,,6
57,10127,7004,,54,3,B,Boston,Deerfield St.,SB,Beacon St.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1
58,10127,7004,,54,3,B,Boston,Deerfield St.,SB,Comm Ave.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,4
59,10127,7004,,54,3,B,Boston,Deerfield St.,SB,Beacon St.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
60,10127,7004,,54,3,B,Boston,Beacon St.,WB,Comm Ave.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1
61,10127,7004,,54,3,B,Boston,Beacon St.,WB,Brookline Ave,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,2,0,1,1,2,2,2,1,1,2,0,,,,,,,,,,,,,17
62,10127,7004,,54,3,B,Boston,Beacon St.,WB,Beacon St.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,3,2,3,3,7,3,7,3,8,7,15,9,,,,,,,,,,,,,72
63,10127,7004,,54,3,B,Boston,Beacon St.,WB,Comm Ave.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,5,6,0,5,5,7,6,6,6,8,7,6,2,,,,,,,,,,,,,72
64,10127,7004,,54,3,B,Boston,Beacon St.,WB,Deerfield St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,3
65,10528,7005,illegal,54,3,B,Boston,Beacon St.,EB,Beacon St.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,2,2,0,,0,0,7,5,4,2,2,2,8,5,,,,,,,,,,,,,,43
66,10528,7005,illegal,54,3,B,Boston,Beacon St.,EB,Charles St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,2,0,1,,0,2,1,1,1,1,3,6,1,2,,,,,,,,,,,,,,24
67,10528,7005,illegal,54,3,B,Boston,Beacon St.,EB,Charles St.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,1,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,5
68,10528,7005,illegal,54,3,B,Boston,Charles St.,SB,Beacon St.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,8
69,10528,7005,illegal,54,3,B,Boston,Charles St.,SB,Charles St.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,0,2,1,1,3,0,1,0,0,1,,,,,,,,,,,,,,10
70,10528,7005,illegal,54,3,B,Boston,Charles St.,SB,Beacon St.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,1,1,1,2,0,1,1,0,1,0,,,,,,,,,,,,,,8
71,10528,7005,,54,3,B,Boston,Charles St.,NB,Beacon St.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1
72,10528,7005,,54,3,B,Boston,Charles St.,NB,Charles St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,1,2,,1,5,5,5,3,6,7,6,7,5,,,,,,,,,,,,,,57
73,10528,7005,,54,3,B,Boston,Charles St.,NB,Beacon St.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,,1,1,3,0,1,1,1,2,1,2,,,,,,,,,,,,,,15
74,10528,7005,illegal,54,3,B,Boston,Beacon St.,WB,Charles St.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,2
75,10528,7005,,54,3,B,Boston,Beacon St.,WB,Charles St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1,0,,2,1,2,3,4,3,3,0,1,0,,,,,,,,,,,,,,23
76,10528,7005,,54,3,B,Boston,Beacon St.,WB,Beacon St.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3,0,2,,1,0,5,0,0,0,0,0,1,0,,,,,,,,,,,,,,17
77,10432,7006,,54,3,B,Boston,Huntington Ave,WB,Huntington Ave,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,0,2,1,0,3,4,1,5,3,4,1,,,,,,,,,,,,,29
78,10432,7006,,54,3,B,Boston,Huntington Ave,WB,Mass Ave,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,4
79,10432,7006,,54,3,B,Boston,Huntington Ave,WB,Mass Ave,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,4
80,10432,7006,,54,3,B,Boston,Mass Ave,NB,Huntington Ave,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,3
81,10432,7006,,54,3,B,Boston,Mass Ave,NB,Mass Ave,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,2,0,1,3,7,2,6,3,2,0,1,,,,,,,,,,,,,35
82,10432,7006,,54,3,B,Boston,Mass Ave,NB,Huntington Ave,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,3
83,10432,7006,,54,3,B,Boston,Mass Ave,SB,Huntington Ave,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,3
84,10432,7006,,54,3,B,Boston,Mass Ave,SB,Mass Ave,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,0,1,2,5,1,5,2,2,3,1,2,,,,,,,,,,,,,30
85,10432,7006,,54,3,B,Boston,Mass Ave,SB,Huntington Ave,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,,,,,,,,,,,,,8
86,10432,7006,,54,3,B,Boston,Huntington Ave,EB,Mass Ave,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,4
87,10432,7006,,54,3,B,Boston,Huntington Ave,EB,Mass Ave,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,2,1,1,0,0,0,1,0,1,0,1,,,,,,,,,,,,,8
88,10432,7006,,54,3,B,Boston,Huntington Ave,EB,Huntington Ave,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,3,0,0,3,8,5,4,4,1,2,0,1,,,,,,,,,,,,,36
89,20016,7007,,54,3,B,Brookline,Beacon St.,EB,Harvard St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3,1,2,1,0,0,0,2,0,2,1,2,1,,,,,,,,,,,,,17
90,20016,7007,,54,3,B,Brookline,Beacon St.,EB,Beacon St.,EB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,4,4,1,2,0,2,2,3,1,2,1,1,3,,,,,,,,,,,,,35
91,20016,7007,,54,3,B,Brookline,Beacon St.,EB,Harvard St.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,0,2,1,1,0,0,1,0,0,2,0,,,,,,,,,,,,,11
92,20016,7007,,54,3,B,Brookline,Beacon St.,WB,Harvard St.,SB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,2,1,0,0,2,1,1,1,2,2,0,1,,,,,,,,,,,,,16
93,20016,7007,,54,3,B,Brookline,Beacon St.,WB,Beacon St.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,3,7,3,3,10,7,7,9,12,14,12,10,,,,,,,,,,,,,107
94,20016,7007,,54,3,B,Brookline,Beacon St.,WB,Harvard St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,1,2,1,0,4,1,1,0,1,1,4,,,,,,,,,,,,,19
95,20016,7007,,54,3,B,Brookline,Harvard St.,NB,Beacon St.,WB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,2,0,0,2,1,6,3,0,2,7,5,1,,,,,,,,,,,,,38
96,20016,7007,,54,3,B,Brookline,Harvard St.,NB,Harvard St.,NB,10/9/1975 0:00,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,3,6,3,1,5,4,5,7,3,4,10,6,8,,,,,,,,,,,,,77
