id,OID_,FID,objectid,bp_loc_id,count_id,description,temperature,sky,count_type,town,from_st_name,from_st_dir,to_st_name,to_st_dir,count_date,count_dow,cnt_0630,cnt_0645,cnt_0700,cnt_0715,cnt_0730,cnt_0745,cnt_0800,cnt_0815,cnt_0830,cnt_0845,cnt_0900,cnt_0915,cnt_0930,cnt_0945,cnt_1000,cnt_1015,cnt_1030,cnt_1045,cnt_1100,cnt_1115,cnt_1130,cnt_1145,cnt_1200,cnt_1215,cnt_1230,cnt_1245,cnt_1300,cnt_1315,cnt_1330,cnt_1345,cnt_1400,cnt_1415,cnt_1430,cnt_1445,cnt_1500,cnt_1515,cnt_1530,cnt_1545,cnt_1600,cnt_1615,cnt_1630,cnt_1645,cnt_1700,cnt_1715,cnt_1730,cnt_1745,cnt_1800,cnt_1815,cnt_1830,cnt_1845,cnt_1900,cnt_1915,cnt_1930,cnt_1945,cnt_2000,cnt_2015,cnt_2030,cnt_2045,cnt_total
8680,3931,bp_counts.19382,19382,20190,11315,,60,4,B,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-11,Sat,,,0,0,1,0,0,1,1,0,1,0,0,0,1,2,8,2,5,6,0,6,5,1,0,0,3,1,4,3,5,0,6,1,2,0,4,0,4,2,,,,,,,,,,,,,,,,,,,75
8681,3934,bp_counts.19383,19383,20190,11315,,60,4,J,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-11,Sat,,,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,1,2,0,0,0,0,0,0,0,2,0,0,2,2,0,,,,,,,,,,,,,,,,,,,23
8682,3935,bp_counts.19384,19384,20190,11315,,60,4,S,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-11,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0
8683,3936,bp_counts.19385,19385,20190,11315,,60,4,P,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-11,Sat,,,0,0,2,2,1,0,6,4,1,0,1,0,0,0,0,3,0,0,2,0,5,5,0,2,1,2,0,2,2,4,0,2,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,51
8684,3937,bp_counts.19386,19386,20190,11315,,60,4,W,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-11,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0
8685,3938,bp_counts.19387,19387,20190,11315,,60,4,O,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-11,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0
8698,3939,bp_counts.19388,19388,20190,11316,,46,1,C,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-07,Tue,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,,,,,,,,,,,,,2
8699,3941,bp_counts.19389,19389,20190,11316,,46,1,B,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-07,Tue,,,1,0,0,1,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,6,14,11,9,13,11,,,,,,,,,,,,,82
8700,3942,bp_counts.19390,19390,20190,11316,,46,1,J,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-07,Tue,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,0,0,,,,,,,,,,,,,3
8701,3951,bp_counts.19402,19402,20190,11316,,46,1,S,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-07,Tue,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,0,0,0,,,,,,,,,,,,,4
8702,3952,bp_counts.19403,19403,20190,11316,,46,1,P,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-07,Tue,,,2,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,3,0,4,3,3,,,,,,,,,,,,,27
8703,3953,bp_counts.19404,19404,20190,11316,,46,1,W,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-07,Tue,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0
8704,3954,bp_counts.19405,19405,20190,11316,,46,1,O,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-07,Tue,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,1
8705,3943,bp_counts.19391,19391,20190,11317,,,4,C,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-09,Thu,,,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,3
8706,3944,bp_counts.19392,19392,20190,11317,,,4,B,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-09,Thu,,,0,0,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,4,,,,,,,,,,,,,,,,12
8707,3945,bp_counts.19393,19393,20190,11317,,,4,J,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-09,Thu,,,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,2
8708,4027,bp_counts.19484,19484,20190,11317,,,4,S,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-09,Thu,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0
8709,3955,bp_counts.19406,19406,20190,11317,,,4,P,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-09,Thu,,,0,0,0,4,0,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,3,2,,,,,,,,,,,,,,,,22
8710,3956,bp_counts.19407,19407,20190,11317,,,4,W,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-09,Thu,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0
8711,3932,bp_counts.19408,19408,20190,11317,,,4,O,Southwick/Westfield,Columbia Greenway Rail Trail,All,Columbia Greenway Rail Trail,All,2013-05-09,Thu,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0
8712,3957,bp_counts.19409,19409,20191,11318,,,-99,B,Watertown,School Street,All,School Street,All,2010-05-26,Wed,3,2,5,5,2,5,11,26,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
8714,4188,bp_counts.19682,19682,20192,11319,0.2 marker,,-99,P,Amesbury,Amesbury Riverwalk/Powwow Walk,All,Amesbury Riverwalk/Powwow Walk,All,2013-09-10,Tue,,,0,1,5,5,2,1,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,3,0,3,6,,,,,,,,,,,,,46
8715,4189,bp_counts.19683,19683,20192,11319,,,-99,B,Amesbury,Amesbury Riverwalk/Powwow Walk,All,Amesbury Riverwalk/Powwow Walk,All,2013-09-10,Tue,,,1,0,3,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,3,0,1,0,,,,,,,,,,,,,14
8716,4190,bp_counts.19684,19684,20192,11319,,,-99,J,Amesbury,Amesbury Riverwalk/Powwow Walk,All,Amesbury Riverwalk/Powwow Walk,All,2013-09-10,Tue,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,3,0,3,,,,,,,,,,,,,,14
8717,4191,bp_counts.19685,19685,20192,11319,,,-99,S,Amesbury,Amesbury Riverwalk/Powwow Walk,All,Amesbury Riverwalk/Powwow Walk,All,2013-09-10,Tue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,4
8718,4192,bp_counts.19686,19686,20192,11319,,,-99,C,Amesbury,Amesbury Riverwalk/Powwow Walk,All,Amesbury Riverwalk/Powwow Walk,All,2013-09-10,Tue,,,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,6
8720,7421,bp_counts.19602,19602,20058,11320,,,1,P,Lexington,Minuteman,All,Minuteman,All,2013-09-12,Thu,,,1,2,1,5,8,7,9,6,13,7,7,4,,,,,,,,,,,18,16,18,12,15,8,,,,,,,,,5,5,4,4,3,3,6,8,9,4,4,4,,,,,,,,,216
8721,7422,bp_counts.19603,19603,20058,11320,,,1,B,Lexington,Minuteman,All,Minuteman,All,2013-09-12,Thu,,,23,22,32,18,25,25,28,19,20,15,19,12,,,,,,,,,,,16,15,15,11,25,12,,,,,,,,,17,17,18,30,24,27,30,32,40,25,27,23,,,,,,,,,662
8722,7423,bp_counts.19604,19604,20058,11320,,,1,J,Lexington,Minuteman,All,Minuteman,All,2013-09-12,Thu,,,4,2,5,2,1,1,6,6,3,5,7,1,,,,,,,,,,,4,1,0,0,1,0,,,,,,,,,0,1,,2,4,2,3,4,2,7,4,5,,,,,,,,,83
8723,7424,bp_counts.19605,19605,20058,11320,,,1,S,Lexington,Minuteman,All,Minuteman,All,2013-09-12,Thu,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,2,0,2,,1,2,0,0,0,0,0,0,,,,,,,,,8
8724,7426,bp_counts.19606,19606,20058,11320,,,1,C,Lexington,Minuteman,All,Minuteman,All,2013-09-12,Thu,,,0,0,0,1,0,0,5,0,0,1,0,1,,,,,,,,,,,1,2,0,0,1,1,,,,,,,,,0,0,2,0,0,2,1,2,4,0,0,0,,,,,,,,,24
8725,7427,bp_counts.19607,19607,20058,11320,,,1,W,Lexington,Minuteman,All,Minuteman,All,2013-09-12,Thu,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1
8727,7428,bp_counts.19608,19608,20058,11321,Yom Kippur,,3,P,Lexington,Minuteman,All,Minuteman,All,2013-09-14,Sat,,,4,4,1,3,11,6,12,8,18,11,11,15,20,15,13,21,17,8,15,20,10,5,14,5,5,10,16,13,11,3,7,9,11,11,2,13,10,10,12,11,10,14,12,21,7,10,4,15,,,,,,,,,514
8728,7433,bp_counts.19687,19687,20058,11321,Yom Kippur,,3,B,Lexington,Minuteman,All,Minuteman,All,2013-09-14,Sat,,,16,14,20,13,21,27,29,22,27,36,43,46,41,54,50,69,80,40,74,65,67,58,77,67,53,57,41,46,73,54,48,57,68,75,61,69,65,36,42,50,48,53,40,42,39,25,21,10,,,,,,,,,2229
8729,7434,bp_counts.19688,19688,20058,11321,Yom Kippur,,3,J,Lexington,Minuteman,All,Minuteman,All,2013-09-14,Sat,,,7,4,5,15,4,11,27,33,17,24,20,13,13,16,13,8,6,9,2,7,11,7,3,4,7,7,5,5,4,9,3,6,2,6,4,3,4,1,3,5,2,4,6,2,6,2,0,1,,,,,,,,,376
8730,7435,bp_counts.19689,19689,20058,11321,Yom Kippur,,3,S,Lexington,Minuteman,All,Minuteman,All,2013-09-14,Sat,,,,,,,,1,,,,,,1,1,0,0,1,0,0,1,2,1,0,2,0,0,3,5,0,0,0,1,1,2,2,3,0,0,1,2,1,1,3,1,0,1,0,0,0,,,,,,,,,37
8731,7436,bp_counts.19690,19690,20058,11321,Yom Kippur,,3,C,Lexington,Minuteman,All,Minuteman,All,2013-09-14,Sat,,,0,0,0,0,1,0,1,0,2,1,1,4,3,4,1,3,0,0,0,0,0,1,0,3,4,1,0,3,1,1,2,3,1,1,0,4,3,3,0,1,1,0,2,2,0,1,0,3,,,,,,,,,62
8732,7437,bp_counts.19691,19691,20058,11321,Yom Kippur,,3,W,Lexington,Minuteman,All,Minuteman,All,2013-09-14,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1
8733,7438,bp_counts.19692,19692,20058,11321,Yom Kippur,,3,O,Lexington,Minuteman,All,Minuteman,All,2013-09-14,Sat,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,14
8735,4126,bp_counts.19609,19609,20141,11322,Yom Kippur,,1,P,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-14,Sat,,,1,2,2,5,5,2,4,7,3,3,1,,2,6,6,6,,1,6,5,,,4,4,3,1,4,2,5,4,4,3,,8,1,5,2,,,,,1,,,1,,,,,,,,,,,,119
8736,4128,bp_counts.19610,19610,20141,11322,Yom Kippur,,1,B,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-14,Sat,,,2,1,2,0,3,3,3,5,6,6,39,11,21,10,18,17,46,20,29,26,29,23,36,28,25,27,25,16,13,32,22,30,30,29,21,7,7,8,5,13,12,8,11,7,5,10,2,0,,,,,,,,,749
8737,4129,bp_counts.19611,19611,20141,11322,Yom Kippur,,1,J,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-14,Sat,,,3,1,1,2,5,4,3,4,0,2,4,2,2,3,0,1,2,3,0,0,0,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,46
8738,4130,bp_counts.19612,19612,20141,11322,Yom Kippur,,1,S,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-14,Sat,,,,,,,,,,,5,,,,,,,,,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
8739,4131,bp_counts.19613,19613,20141,11322,Yom Kippur,,1,C,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-14,Sat,,,,,,,2,,,,,,,,,,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,2,,,1,1,2,,,,,,,,,,,12
8740,4133,bp_counts.19615,19615,20141,11322,Yom Kippur,,1,W,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-14,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0
8741,4134,bp_counts.19616,19616,20141,11322,Yom Kippur,,1,O,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-14,Sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2
8742,4135,bp_counts.19617,19617,20141,11323,,,3,P,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-10,Tue,,,2,2,2,0,7,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,7,1,3,0,0,0,0,2,0,2,,,,,,,,,36
8743,4136,bp_counts.19618,19618,20141,11323,,,3,B,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-10,Tue,,,2,3,0,3,2,3,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,8,4,4,4,5,14,7,0,2,2,,,,,,,,,84
8744,4137,bp_counts.19619,19619,20141,11323,,,3,J,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-10,Tue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,3
8745,4138,bp_counts.19620,19620,20141,11323,,,3,S,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-10,Tue,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0
8746,4139,bp_counts.19621,19621,20141,11323,,,3,C,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-10,Tue,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
8747,4140,bp_counts.19622,19622,20141,11323,,,3,W,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2013-09-10,Tue,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0
8751,3958,bp_counts.19410,19410,20189,11324,,70,1,B,Needham,Kendrick Street,WB,Hunting Road,NB,2013-08-11,Sun,,,,,,,,,,,2,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
8752,3959,bp_counts.19411,19411,20189,11324,,70,1,B,Needham,Kendrick Street,WB,Kendrick Street,WB,2013-08-11,Sun,,,,,,,,,,,2,0,1,1,3,3,1,0,2,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8753,3960,bp_counts.19412,19412,20189,11324,,70,1,B,Needham,Kendrick Street,WB,Hunting Road,SB,2013-08-11,Sun,,,,,,,,,,,10,12,28,9,5,10,5,3,3,10,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
8754,3961,bp_counts.19413,19413,20189,11324,,70,1,B,Needham,Kendrick Street,EB,Hunting Road,SB,2013-08-11,Sun,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8755,3962,bp_counts.19414,19414,20189,11324,,70,1,B,Needham,Kendrick Street,EB,Kendrick Street,EB,2013-08-11,Sun,,,,,,,,,,,0,1,1,0,0,13,1,1,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
8756,3963,bp_counts.19415,19415,20189,11324,,70,1,B,Needham,Kendrick Street,EB,Hunting Road,NB,2013-08-11,Sun,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8757,3964,bp_counts.19416,19416,20189,11324,,70,1,B,Needham,Hunting Road,NB,Kendrick Street,EB,2013-08-11,Sun,,,,,,,,,,,2,4,10,5,1,3,16,5,8,4,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
8758,3965,bp_counts.19417,19417,20189,11324,,70,1,B,Needham,Hunting Road,NB,Hunting Road,NB,2013-08-11,Sun,,,,,,,,,,,0,0,0,0,1,1,1,2,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
8759,3966,bp_counts.19418,19418,20189,11324,,70,1,B,Needham,Hunting Road,NB,Kendrick Street,WB,2013-08-11,Sun,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8760,3967,bp_counts.19419,19419,20189,11324,,70,1,B,Needham,Hunting Road,SB,Kendrick Street,WB,2013-08-11,Sun,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
8761,3968,bp_counts.19420,19420,20189,11324,,70,1,B,Needham,Hunting Road,SB,Hunting Road,SB,2013-08-11,Sun,,,,,,,,,,,2,2,0,0,1,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
8762,3969,bp_counts.19421,19421,20189,11324,,70,1,B,Needham,Hunting Road,SB,Kendrick Street,EB,2013-08-11,Sun,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
8763,3970,bp_counts.19422,19422,20189,11324,,70,1,P,Needham,Kendrick Street,All,Kendrick Street,All,2013-08-11,Sun,,,,,,,,,,,2,4,1,2,2,2,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
8764,3971,bp_counts.19423,19423,20189,11325,,68,1,B,Needham,Kendrick Street,WB,Hunting Road,NB,2013-09-12,Thu,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8765,3972,bp_counts.19424,19424,20189,11325,,68,1,B,Needham,Kendrick Street,WB,Kendrick Street,WB,2013-09-12,Thu,,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
8766,4058,bp_counts.19520,19520,20189,11325,,68,1,B,Needham,Kendrick Street,WB,Hunting Road,SB,2013-09-12,Thu,,,2,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
8767,4004,bp_counts.19457,19457,20189,11325,,68,1,B,Needham,Kendrick Street,EB,Hunting Road,SB,2013-09-12,Thu,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8768,4005,bp_counts.19458,19458,20189,11325,,68,1,B,Needham,Kendrick Street,EB,Kendrick Street,EB,2013-09-12,Thu,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
8769,4002,bp_counts.19455,19455,20189,11325,,68,1,B,Needham,Kendrick Street,EB,Hunting Road,NB,2013-09-12,Thu,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8770,4006,bp_counts.19459,19459,20189,11325,,68,1,B,Needham,Hunting Road,NB,Kendrick Street,EB,2013-09-12,Thu,,,2,1,2,4,3,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
8771,4007,bp_counts.19460,19460,20189,11325,,68,1,B,Needham,Hunting Road,NB,Hunting Road,NB,2013-09-12,Thu,,,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
8772,4008,bp_counts.19461,19461,20189,11325,,68,1,B,Needham,Hunting Road,NB,Kendrick Street,WB,2013-09-12,Thu,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8773,4009,bp_counts.19462,19462,20189,11325,,68,1,B,Needham,Hunting Road,SB,Kendrick Street,WB,2013-09-12,Thu,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8774,4010,bp_counts.19463,19463,20189,11325,,68,1,B,Needham,Hunting Road,SB,Hunting Road,SB,2013-09-12,Thu,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8775,4011,bp_counts.19464,19464,20189,11325,,68,1,B,Needham,Hunting Road,SB,Kendrick Street,EB,2013-09-12,Thu,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8777,4012,bp_counts.19465,19465,20189,11325,,68,1,P,Needham,Kendrick Street,All,Kendrick Street,All,2013-09-12,Thu,,,1,2,1,0,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
8778,4028,bp_counts.19485,19485,20189,11325,,80,1,B,Needham,Kendrick Street,WB,Hunting Road,NB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0
8779,4029,bp_counts.19486,19486,20189,11325,,80,1,B,Needham,Kendrick Street,WB,Kendrick Street,WB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,1,1,1,,,,,,,,,,,,,7
8780,4030,bp_counts.19487,19487,20189,11325,,80,1,B,Needham,Kendrick Street,WB,Hunting Road,SB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,5,4,2,4,,,,,,,,,,,,,18
8781,4031,bp_counts.19488,19488,20189,11325,,80,1,B,Needham,Kendrick Street,EB,Hunting Road,SB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0
8782,4032,bp_counts.19489,19489,20189,11325,,80,1,B,Needham,Kendrick Street,EB,Kendrick Street,EB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,2
8783,4033,bp_counts.19490,19490,20189,11325,,80,1,B,Needham,Kendrick Street,EB,Hunting Road,NB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0
8784,4034,bp_counts.19491,19491,20189,11325,,80,1,B,Needham,Hunting Road,NB,Kendrick Street,EB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,3,1,0,0,0,,,,,,,,,,,,,7
8785,4035,bp_counts.19492,19492,20189,11325,,80,1,B,Needham,Hunting Road,NB,Hunting Road,NB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0
8786,4036,bp_counts.19493,19493,20189,11325,,80,1,B,Needham,Hunting Road,NB,Kendrick Street,WB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,1
8787,4037,bp_counts.19494,19494,20189,11325,,80,1,B,Needham,Hunting Road,SB,Kendrick Street,WB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0
8788,4038,bp_counts.19495,19495,20189,11325,,80,1,B,Needham,Hunting Road,SB,Hunting Road,SB,2013-09-12,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,1
