id,OID_,FID,objectid,bp_loc_id,count_id,description,temperature,sky,count_type,town,from_st_name,from_st_dir,to_st_name,to_st_dir,count_date,count_dow,cnt_0630,cnt_0645,cnt_0700,cnt_0715,cnt_0730,cnt_0745,cnt_0800,cnt_0815,cnt_0830,cnt_0845,cnt_0900,cnt_0915,cnt_0930,cnt_0945,cnt_1000,cnt_1015,cnt_1030,cnt_1045,cnt_1100,cnt_1115,cnt_1130,cnt_1145,cnt_1200,cnt_1215,cnt_1230,cnt_1245,cnt_1300,cnt_1315,cnt_1330,cnt_1345,cnt_1400,cnt_1415,cnt_1430,cnt_1445,cnt_1500,cnt_1515,cnt_1530,cnt_1545,cnt_1600,cnt_1615,cnt_1630,cnt_1645,cnt_1700,cnt_1715,cnt_1730,cnt_1745,cnt_1800,cnt_1815,cnt_1830,cnt_1845,cnt_1900,cnt_1915,cnt_1930,cnt_1945,cnt_2000,cnt_2015,cnt_2030,cnt_2045,cnt_total
1,164,bp_counts.14506,14506,20016,7001,,56,3,B,Brookline,Harvard St.,NB,Beacon St.,WB,1974-03-05,Tue,,,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,2,0,0,1,0,1,0,0,0,0,0,,,,,,,,,19
2,165,bp_counts.14507,14507,20016,7001,,56,3,B,Brookline,Harvard St.,NB,Harvard St.,NB,1974-03-05,Tue,,,1,1,0,2,0,0,1,1,1,0,2,0,1,4,0,0,0,0,0,0,2,0,0,0,1,3,2,2,1,2,1,1,2,4,1,0,3,5,6,4,6,8,4,6,2,2,5,1,,,,,,,,,88
3,166,bp_counts.14508,14508,20016,7001,,56,3,B,Brookline,Harvard St.,NB,Beacon St.,EB,1974-03-05,Tue,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,0,1,0,,,,,,,,,13
4,167,bp_counts.14509,14509,20016,7001,,56,3,B,Brookline,Beacon St.,EB,Harvard St.,SB,1974-03-05,Tue,,,1,0,2,1,4,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,22
5,168,bp_counts.14510,14510,20016,7001,,56,3,B,Brookline,Beacon St.,EB,Beacon St.,EB,1974-03-05,Tue,,,2,1,3,5,8,9,6,5,4,6,3,2,1,3,0,1,0,0,1,3,0,0,0,0,1,1,0,2,3,1,1,1,2,1,0,1,2,1,0,1,2,4,0,1,1,1,2,1,,,,,,,,,93
6,169,bp_counts.14511,14511,20016,7001,,56,3,B,Brookline,Beacon St.,EB,Harvard St.,NB,1974-03-05,Tue,,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,3,2,1,1,0,0,1,0,1,0,0,0,,,,,,,,,19
7,170,bp_counts.14512,14512,20016,7001,,56,3,B,Brookline,Beacon St.,WB,Harvard St.,NB,1974-03-05,Tue,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,1,,,,,,,,,11
8,171,bp_counts.14513,14513,20016,7001,,56,3,B,Brookline,Beacon St.,WB,Beacon St.,WB,1974-03-05,Tue,,,1,0,2,0,0,0,1,0,1,0,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,4,2,3,1,2,2,1,2,4,5,8,9,5,3,2,3,1,3,,,,,,,,,76
9,172,bp_counts.14514,14514,20016,7001,,56,3,B,Brookline,Beacon St.,WB,Harvard St.,SB,1974-03-05,Tue,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,0,2,1,1,1,3,1,1,0,,,,,,,,,19
10,174,bp_counts.14515,14515,20016,7001,,56,3,B,Brookline,Harvard St.,SB,Beacon St.,EB,1974-03-05,Tue,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,13
11,94,bp_counts.14428,14428,20016,7001,,56,3,B,Brookline,Harvard St.,SB,Harvard St.,SB,1974-03-05,Tue,,,1,2,4,2,4,3,2,3,1,4,1,1,0,2,1,0,0,0,2,1,0,0,0,0,3,1,2,2,0,1,2,1,1,1,2,3,0,1,2,3,4,1,2,3,5,6,1,1,,,,,,,,,82
12,95,bp_counts.14429,14429,20016,7001,,56,3,B,Brookline,Harvard St.,SB,Beacon St.,WB,1974-03-05,Tue,,,0,0,1,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,2,1,2,1,,,,,,,,,23
13,96,bp_counts.14430,14430,20016,7002,,46,1,B,Brookline,Harvard St.,NB,Beacon St.,WB,1974-03-08,Fri,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,2,3,1,1,0,1,2,1,3,1,1,1,2,0,3,2,1,1,0,1,2,0,0,0,5,3,2,1,2,3,,,,,,,52
14,97,bp_counts.14431,14431,20016,7002,,46,1,B,Brookline,Harvard St.,NB,Harvard St.,NB,1974-03-08,Fri,,,0,0,0,0,0,1,1,3,2,4,0,1,1,0,0,1,2,2,3,5,2,3,1,4,1,4,3,1,4,3,1,2,5,6,5,7,7,4,8,9,13,15,3,5,4,6,4,5,6,7,,,,,,,174
15,98,bp_counts.14432,14432,20016,7002,,46,1,B,Brookline,Harvard St.,NB,Beacon St.,EB,1974-03-08,Fri,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,3,2,3,1,4,3,5,0,0,0,0,0,0,,,,,,,28
16,99,bp_counts.14433,14433,20016,7002,,46,1,B,Brookline,Beacon St.,EB,Harvard St.,SB,1974-03-08,Fri,,,1,3,4,8,4,6,6,9,2,3,2,4,2,3,1,2,1,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,1,0,2,0,0,0,0,1,,,,,,,77
17,100,bp_counts.14434,14434,20016,7002,,46,1,B,Brookline,Beacon St.,EB,Beacon St.,EB,1974-03-08,Fri,,,3,4,7,9,11,9,12,13,8,9,5,8,3,5,4,6,3,7,4,2,3,4,3,5,1,3,4,5,2,1,2,4,3,1,2,2,3,4,1,1,1,1,2,4,1,3,2,3,2,3,,,,,,,208
18,101,bp_counts.14435,14435,20016,7002,,46,1,B,Brookline,Beacon St.,EB,Harvard St.,NB,1974-03-08,Fri,,,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,1,0,1,2,1,2,1,0,1,2,0,1,0,2,1,1,0,0,0,,,,,,,32
19,102,bp_counts.14436,14436,20016,7002,,46,1,B,Brookline,Beacon St.,WB,Harvard St.,NB,1974-03-08,Fri,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,11
20,103,bp_counts.14437,14437,20016,7002,,46,1,B,Brookline,Beacon St.,WB,Beacon St.,WB,1974-03-08,Fri,,,1,1,0,0,0,1,1,1,2,0,2,4,1,1,0,1,2,4,1,2,1,1,0,1,2,1,2,1,3,4,1,0,3,5,5,6,4,8,4,5,9,10,7,9,12,13,4,6,4,2,,,,,,,158
21,104,bp_counts.14438,14438,20016,7002,,46,1,B,Brookline,Beacon St.,WB,Harvard St.,SB,1974-03-08,Fri,,,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,2,1,0,0,1,1,2,0,0,0,1,3,2,1,2,2,3,5,1,0,2,0,2,3,1,0,1,1,3,4,1,3,4,2,,,,,,,61
22,105,bp_counts.14439,14439,20016,7002,,46,1,B,Brookline,Harvard St.,SB,Beacon St.,EB,1974-03-08,Fri,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,1,1,0,3,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,20
23,106,bp_counts.14440,14440,20016,7002,,46,1,B,Brookline,Harvard St.,SB,Harvard St.,SB,1974-03-08,Fri,,,1,3,9,10,5,6,4,6,1,2,1,1,2,3,1,1,2,0,2,0,1,3,2,1,3,1,1,0,2,2,1,0,3,5,2,3,1,3,2,0,3,4,3,5,2,3,8,4,3,1,,,,,,,132
24,107,bp_counts.14441,14441,20016,7002,,46,1,B,Brookline,Harvard St.,SB,Beacon St.,WB,1974-03-08,Fri,,,0,0,2,2,1,1,0,1,1,0,0,0,2,1,1,1,0,0,1,0,1,0,1,1,3,4,2,1,1,0,1,0,1,0,3,1,1,0,2,0,1,0,2,3,0,0,2,2,1,0,,,,,,,48
25,6049,bp_counts.14442,14442,20014,7003,,54,3,B,Boston,Comm Ave.,WB,Comm Ave.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,9,6,10,1,5,5,7,10,9,15,10,17,21,20,19,25,21,18,16,,,,,,,,,,,,,256
26,6050,bp_counts.14443,14443,20014,7003,,54,3,B,Boston,Comm Ave.,WB,Essex St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,8,4,3,1,1,1,0,1,0,2,1,0,1,1,1,2,,,,,,,,,,,,,30
27,6051,bp_counts.14444,14444,20014,7003,,54,3,B,Boston,Comm Ave.,WB,BU Br.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,9,6,6,8,7,5,3,5,13,8,14,12,16,15,19,15,11,4,,,,,,,,,,,,,195
28,6052,bp_counts.14445,14445,20014,7003,,54,3,B,Boston,Essex St.,NB,Comm Ave.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,11
29,6053,bp_counts.14446,14446,20014,7003,,54,3,B,Boston,Essex St.,NB,BU Br.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,0,4,2,0,1,3,3,1,4,7,4,5,5,5,2,4,6,,,,,,,,,,,,,65
30,6054,bp_counts.14447,14447,20014,7003,,54,3,B,Boston,Essex St.,NB,Comm Ave.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,,,,,,,,,,,,,13
31,6055,bp_counts.14448,14448,20014,7003,,54,3,B,Boston,BU Br.,SB,Comm Ave.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,1,1,2,0,2,1,3,2,1,0,0,2,1,1,3,3,0,3,,,,,,,,,,,,,36
32,6056,bp_counts.14449,14449,20014,7003,,54,3,B,Boston,BU Br.,SB,Essex St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,0,2,1,3,2,3,7,2,3,3,5,7,8,11,12,7,,,,,,,,,,,,,87
33,6057,bp_counts.14450,14450,20014,7003,,54,3,B,Boston,BU Br.,SB,Comm Ave.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,4,8,0,1,1,1,1,2,6,2,7,5,3,4,6,5,,,,,,,,,,,,,63
34,6058,bp_counts.14451,14451,20014,7003,,54,3,B,Boston,Comm Ave.,EB,BU Br.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,2,5,0,0,2,2,,,,,,,,,,,,,19
35,6059,bp_counts.14452,14452,20014,7003,,54,3,B,Boston,Comm Ave.,EB,Essex St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,1,0,0,0,0,1,0,3,0,0,0,3,1,0,1,1,,,,,,,,,,,,,14
36,6060,bp_counts.14453,14453,20014,7003,,54,3,B,Boston,Comm Ave.,EB,Comm Ave.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,4,6,10,5,12,2,6,4,4,7,11,4,10,3,2,3,2,3,5,,,,,,,,,,,,,115
37,120,bp_counts.14454,14454,10127,7004,,54,3,B,Boston,Comm Ave.,WB,Brookline Ave.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,7
38,121,bp_counts.14455,14455,10127,7004,,54,3,B,Boston,Comm Ave.,WB,Beacon St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,,,,,,,,,,,,,6
39,375,bp_counts.14715,14715,10127,7004,,54,3,B,Boston,Comm Ave.,WB,Comm Ave.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,,,,,,,,,,,,,7
40,376,bp_counts.14716,14716,10127,7004,,54,3,B,Boston,Comm Ave.,WB,Deerfield St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0
41,377,bp_counts.14717,14717,10127,7004,,54,3,B,Boston,Brookline Ave.,NB,Comm Ave.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,1,0,4,3,0,0,1,1,0,0,3,3,,,,,,,,,,,,,21
42,378,bp_counts.14718,14718,10127,7004,,54,3,B,Boston,Brookline Ave.,NB,Beacon St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,3
43,379,bp_counts.14719,14719,10127,7004,,54,3,B,Boston,Brookline Ave.,NB,Comm Ave.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,1,,,,,,,,,,,,,8
44,380,bp_counts.14720,14720,10127,7004,,54,3,B,Boston,Brookline Ave.,NB,Deerfield St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,,,,,,,,,,,,3
45,381,bp_counts.14721,14721,10127,7004,,54,3,B,Boston,Brookline Ave.,NB,Beacon St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
46,382,bp_counts.14722,14722,10127,7004,,54,3,B,Boston,Beacon St.,EB,Comm Ave.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,3,1,0,0,0,1,2,3,2,1,3,,,,,,,,,,,,,22
47,383,bp_counts.14723,14723,10127,7004,,54,3,B,Boston,Beacon St.,EB,Brookline Ave.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,4
48,384,bp_counts.14724,14724,10127,7004,,54,3,B,Boston,Beacon St.,EB,Comm Ave.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,2
49,385,bp_counts.14725,14725,10127,7004,,54,3,B,Boston,Beacon St.,EB,Deerfield St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,3
50,386,bp_counts.14726,14726,10127,7004,,54,3,B,Boston,Beacon St.,EB,Beacon St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,,,,,,,,,,,,6
51,387,bp_counts.14727,14727,10127,7004,,54,3,B,Boston,Comm Ave.,EB,Comm Ave.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4,7,5,4,2,11,5,2,6,4,3,3,3,2,,,,,,,,,,,,,74
52,388,bp_counts.14728,14728,10127,7004,,54,3,B,Boston,Comm Ave.,EB,Brookline Ave.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,0,1,0,2,0,1,1,1,1,1,1,0,1,,,,,,,,,,,,,16
53,389,bp_counts.14729,14729,10127,7004,,54,3,B,Boston,Comm Ave.,EB,Deerfield St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
54,390,bp_counts.14730,14730,10127,7004,,54,3,B,Boston,Comm Ave.,EB,Beacon St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,3,1,0,0,0,0,0,1,0,2,1,0,,,,,,,,,,,,,11
55,391,bp_counts.14731,14731,10127,7004,,54,3,B,Boston,Deerfield St.,SB,Comm Ave.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,1
56,392,bp_counts.14732,14732,10127,7004,,54,3,B,Boston,Deerfield St.,SB,Brookline Ave.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,,,,,,,,,,,,,6
57,393,bp_counts.14733,14733,10127,7004,,54,3,B,Boston,Deerfield St.,SB,Beacon St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1
58,394,bp_counts.14734,14734,10127,7004,,54,3,B,Boston,Deerfield St.,SB,Comm Ave.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,4
59,395,bp_counts.14735,14735,10127,7004,,54,3,B,Boston,Deerfield St.,SB,Beacon St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
60,396,bp_counts.14736,14736,10127,7004,,54,3,B,Boston,Beacon St.,WB,Comm Ave.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1
61,397,bp_counts.14737,14737,10127,7004,,54,3,B,Boston,Beacon St.,WB,Brookline Ave,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,2,0,1,1,2,2,2,1,1,2,0,,,,,,,,,,,,,17
62,398,bp_counts.14738,14738,10127,7004,,54,3,B,Boston,Beacon St.,WB,Beacon St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,3,2,3,3,7,3,7,3,8,7,15,9,,,,,,,,,,,,,72
63,399,bp_counts.14739,14739,10127,7004,,54,3,B,Boston,Beacon St.,WB,Comm Ave.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,5,6,0,5,5,7,6,6,6,8,7,6,2,,,,,,,,,,,,,72
64,400,bp_counts.14740,14740,10127,7004,,54,3,B,Boston,Beacon St.,WB,Deerfield St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,3
65,401,bp_counts.14741,14741,10528,7005,illegal,54,3,B,Boston,Beacon St.,EB,Beacon St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,2,2,0,,0,0,7,5,4,2,2,2,8,5,,,,,,,,,,,,,,43
66,402,bp_counts.14742,14742,10528,7005,illegal,54,3,B,Boston,Beacon St.,EB,Charles St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,2,0,1,,0,2,1,1,1,1,3,6,1,2,,,,,,,,,,,,,,24
67,403,bp_counts.14743,14743,10528,7005,illegal,54,3,B,Boston,Beacon St.,EB,Charles St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,1,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,5
68,404,bp_counts.14744,14744,10528,7005,illegal,54,3,B,Boston,Charles St.,SB,Beacon St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,8
69,175,bp_counts.14516,14516,10528,7005,illegal,54,3,B,Boston,Charles St.,SB,Charles St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,0,2,1,1,3,0,1,0,0,1,,,,,,,,,,,,,,10
70,176,bp_counts.14517,14517,10528,7005,illegal,54,3,B,Boston,Charles St.,SB,Beacon St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,1,1,1,2,0,1,1,0,1,0,,,,,,,,,,,,,,8
71,177,bp_counts.14518,14518,10528,7005,,54,3,B,Boston,Charles St.,NB,Beacon St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1
72,178,bp_counts.14519,14519,10528,7005,,54,3,B,Boston,Charles St.,NB,Charles St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,1,2,,1,5,5,5,3,6,7,6,7,5,,,,,,,,,,,,,,57
73,179,bp_counts.14520,14520,10528,7005,,54,3,B,Boston,Charles St.,NB,Beacon St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,,1,1,3,0,1,1,1,2,1,2,,,,,,,,,,,,,,15
74,180,bp_counts.14521,14521,10528,7005,illegal,54,3,B,Boston,Beacon St.,WB,Charles St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,2
75,181,bp_counts.14522,14522,10528,7005,,54,3,B,Boston,Beacon St.,WB,Charles St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1,0,,2,1,2,3,4,3,3,0,1,0,,,,,,,,,,,,,,23
76,182,bp_counts.14523,14523,10528,7005,,54,3,B,Boston,Beacon St.,WB,Beacon St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3,0,2,,1,0,5,0,0,0,0,0,1,0,,,,,,,,,,,,,,17
77,183,bp_counts.14524,14524,10432,7006,,54,3,B,Boston,Huntington Ave,WB,Huntington Ave,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,0,2,1,0,3,4,1,5,3,4,1,,,,,,,,,,,,,29
78,184,bp_counts.14525,14525,10432,7006,,54,3,B,Boston,Huntington Ave,WB,Mass Ave,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,4
79,185,bp_counts.14526,14526,10432,7006,,54,3,B,Boston,Huntington Ave,WB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,4
80,186,bp_counts.14527,14527,10432,7006,,54,3,B,Boston,Mass Ave,NB,Huntington Ave,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,3
81,187,bp_counts.14528,14528,10432,7006,,54,3,B,Boston,Mass Ave,NB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,2,0,1,3,7,2,6,3,2,0,1,,,,,,,,,,,,,35
82,188,bp_counts.14529,14529,10432,7006,,54,3,B,Boston,Mass Ave,NB,Huntington Ave,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,3
83,189,bp_counts.14530,14530,10432,7006,,54,3,B,Boston,Mass Ave,SB,Huntington Ave,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,,,,,,,,,,,3
84,190,bp_counts.14531,14531,10432,7006,,54,3,B,Boston,Mass Ave,SB,Mass Ave,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,0,1,2,5,1,5,2,2,3,1,2,,,,,,,,,,,,,30
85,191,bp_counts.14532,14532,10432,7006,,54,3,B,Boston,Mass Ave,SB,Huntington Ave,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,2,0,1,0,0,0,0,,,,,,,,,,,,,8
86,192,bp_counts.14533,14533,10432,7006,,54,3,B,Boston,Huntington Ave,EB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,4
87,193,bp_counts.14534,14534,10432,7006,,54,3,B,Boston,Huntington Ave,EB,Mass Ave,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,2,1,1,0,0,0,1,0,1,0,1,,,,,,,,,,,,,8
88,194,bp_counts.14535,14535,10432,7006,,54,3,B,Boston,Huntington Ave,EB,Huntington Ave,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,3,0,0,3,8,5,4,4,1,2,0,1,,,,,,,,,,,,,36
89,195,bp_counts.14536,14536,20016,7007,,54,3,B,Brookline,Beacon St.,EB,Harvard St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3,1,2,1,0,0,0,2,0,2,1,2,1,,,,,,,,,,,,,17
